treatment_order,city_key,grid_id,station_event_id,opening_month,status,active_families,selected_method,donor_scope,control_city_key,control_grid_id,control_unit_key,candidate_count,candidate_city_count,training_feature_count,holdout_feature_count,training_distance,holdout_rms_standardized_gap,holdout_max_abs_standardized_gap,training_distance_threshold,holdout_rms_threshold,holdout_max_abs_threshold,control_selection_uses_post_outcome,failure_reason
1052,changsha,g00097x00212,changsha_station_fe9826d71897,2015-12,pending,,,,,,,,,,,,,,,,,FALSE,
1053,changsha,g00098x00214,changsha_station_990a6210c835,2015-12,pending,,,,,,,,,,,,,,,,,FALSE,
1054,changsha,g00099x00216,changsha_station_dc6c61078875,2015-12,pending,,,,,,,,,,,,,,,,,FALSE,
1055,changsha,g00100x00218,changsha_station_e3cc7b12de98,2015-12,pending,,,,,,,,,,,,,,,,,FALSE,
1056,guangzhou,g00134x00076,guangzhou_station_533cab902b66,2015-12,pending,,,,,,,,,,,,,,,,,FALSE,
1057,guangzhou,g00135x00082,guangzhou_station_9dc7c109db71,2015-12,pending,,,,,,,,,,,,,,,,,FALSE,
1058,guangzhou,g00137x00077,guangzhou_station_03f128120435,2015-12,pending,,,,,,,,,,,,,,,,,FALSE,
1059,wuhan,g00132x00111,wuhan_station_631e0df86c20,2015-12,pending,,,,,,,,,,,,,,,,,FALSE,
1060,wuhan,g00135x00114,wuhan_station_c5b4b1d7c814,2015-12,pending,,,,,,,,,,,,,,,,,FALSE,
1061,wuhan,g00138x00116,wuhan_station_3363b177d68f,2015-12,pending,,,,,,,,,,,,,,,,,FALSE,
1062,wuhan,g00140x00117,wuhan_station_945356847d34,2015-12,pending,,,,,,,,,,,,,,,,,FALSE,
1063,wuhan,g00142x00119,wuhan_station_63406e431c7e,2015-12,pending,,,,,,,,,,,,,,,,,FALSE,
1064,wuhan,g00144x00120,wuhan_station_27a844ec7c11,2015-12,pending,,,,,,,,,,,,,,,,,FALSE,
1065,wuhan,g00146x00121,wuhan_station_f118ff18f48a,2015-12,pending,,,,,,,,,,,,,,,,,FALSE,
1066,wuhan,g00152x00125,wuhan_station_de36ba4d44ff,2015-12,pending,,,,,,,,,,,,,,,,,FALSE,
1067,wuhan,g00153x00126,wuhan_station_5576bc368359,2015-12,pending,,,,,,,,,,,,,,,,,FALSE,
1068,wuhan,g00157x00130,wuhan_station_9a001aa660ad,2015-12,pending,,,,,,,,,,,,,,,,,FALSE,
1069,wuhan,g00157x00134,wuhan_station_76f0adb3b1d0,2015-12,pending,,,,,,,,,,,,,,,,,FALSE,
1070,wuhan,g00158x00132,wuhan_station_96716d9089f3,2015-12,pending,,,,,,,,,,,,,,,,,FALSE,
1071,wuhan,g00159x00138,wuhan_station_7356e925d68a,2015-12,pending,,,,,,,,,,,,,,,,,FALSE,
1072,wuhan,g00161x00140,wuhan_station_e915777ffa5e,2015-12,pending,,,,,,,,,,,,,,,,,FALSE,
1073,wuhan,g00162x00141,wuhan_station_be173fff7ba0,2015-12,pending,,,,,,,,,,,,,,,,,FALSE,
1074,wuhan,g00165x00140,wuhan_station_777ca7d20111,2015-12,pending,,,,,,,,,,,,,,,,,FALSE,
1075,wuhan,g00169x00139,wuhan_station_5edecbb51275,2015-12,pending,,,,,,,,,,,,,,,,,FALSE,
1076,chongqing,g00335x00267,chongqing_station_daaba04c179c,2016-01,pending,,,,,,,,,,,,,,,,,FALSE,
1077,ningbo,g00257x00178,ningbo_station_dc61eac70bc0,2016-03,pending,,,,,,,,,,,,,,,,,FALSE,
1078,ningbo,g00257x00186,ningbo_station_65012870a212,2016-03,pending,,,,,,,,,,,,,,,,,FALSE,
1079,ningbo,g00269x00198,ningbo_station_a547ae4c0977,2016-03,pending,,,,,,,,,,,,,,,,,FALSE,
1080,ningbo,g00269x00205,ningbo_station_c76c1d78ea2a,2016-03,pending,,,,,,,,,,,,,,,,,FALSE,
1081,ningbo,g00272x00201,ningbo_station_cd1545eb4f55,2016-03,pending,,,,,,,,,,,,,,,,,FALSE,
1082,shanghai,g00122x00177,shanghai_station_d71cc4770cc4,2016-04,pending,,,,,,,,,,,,,,,,,FALSE,
1083,hangzhou,g00241x00396,hangzhou_station_15a85709f4a2,2016-04,pending,,,,,,,,,,,,,,,,,FALSE,
1084,fuzhou,g00220x00218,fuzhou_station_4b1ecb676c2e,2016-05,pending,,,,,,,,,,,,,,,,,FALSE,
1085,fuzhou,g00220x00220,fuzhou_station_f2c907bc418e,2016-05,pending,,,,,,,,,,,,,,,,,FALSE,
1086,fuzhou,g00221x00215,fuzhou_station_f61f079d1a69,2016-05,pending,,,,,,,,,,,,,,,,,FALSE,
1087,fuzhou,g00223x00214,fuzhou_station_dea04626eec4,2016-05,pending,,,,,,,,,,,,,,,,,FALSE,
1088,fuzhou,g00224x00212,fuzhou_station_0731f58d389a,2016-05,pending,,,,,,,,,,,,,,,,,FALSE,
1089,fuzhou,g00226x00211,fuzhou_station_50688424ca1e,2016-05,pending,,,,,,,,,,,,,,,,,FALSE,
1090,fuzhou,g00227x00210,fuzhou_station_88363cb5cbf1,2016-05,pending,,,,,,,,,,,,,,,,,FALSE,
1091,fuzhou,g00229x00208,fuzhou_station_e459819dda7b,2016-05,pending,,,,,,,,,,,,,,,,,FALSE,
1092,fuzhou,g00231x00207,fuzhou_station_143824413b48,2016-05,pending,,,,,,,,,,,,,,,,,FALSE,
1093,dongguan,g00105x00070,dongguan_station_c82f653730c5,2016-05,pending,,,,,,,,,,,,,,,,,FALSE,
1094,dongguan,g00108x00071,dongguan_station_09a36aecb05b,2016-05,pending,,,,,,,,,,,,,,,,,FALSE,
1095,dongguan,g00111x00073,dongguan_station_e31e47a1c681,2016-05,pending,,,,,,,,,,,,,,,,,FALSE,
1096,dongguan,g00117x00087,dongguan_station_898252d7b48b,2016-05,pending,,,,,,,,,,,,,,,,,FALSE,
1097,changsha,g00070x00235,changsha_station_e4434f02a3fd,2016-06,pending,,,,,,,,,,,,,,,,,FALSE,
1098,changsha,g00072x00234,changsha_station_2a4f7a77f30c,2016-06,pending,,,,,,,,,,,,,,,,,FALSE,
1099,changsha,g00074x00234,changsha_station_52b134b67147,2016-06,pending,,,,,,,,,,,,,,,,,FALSE,
1100,changsha,g00078x00234,changsha_station_eb25991d00c1,2016-06,pending,,,,,,,,,,,,,,,,,FALSE,
1101,changsha,g00083x00233,changsha_station_58155d1529a3,2016-06,pending,,,,,,,,,,,,,,,,,FALSE,
1102,changsha,g00090x00233,changsha_station_08e93b504d1a,2016-06,pending,,,,,,,,,,,,,,,,,FALSE,
1103,changsha,g00091x00233,changsha_station_87ff263f9d33,2016-06,pending,,,,,,,,,,,,,,,,,FALSE,
1104,changsha,g00093x00233,changsha_station_39dec509297b,2016-06,pending,,,,,,,,,,,,,,,,,FALSE,
1105,changsha,g00094x00232,changsha_station_3ae3d5eeb60d,2016-06,pending,,,,,,,,,,,,,,,,,FALSE,
1106,changsha,g00096x00231,changsha_station_d14c3bed3434,2016-06,pending,,,,,,,,,,,,,,,,,FALSE,
1107,changsha,g00101x00231,changsha_station_1d08d77b8ddc,2016-06,pending,,,,,,,,,,,,,,,,,FALSE,
1108,changsha,g00103x00231,changsha_station_62e21c87622e,2016-06,pending,,,,,,,,,,,,,,,,,FALSE,
1109,changsha,g00108x00232,changsha_station_e411a411f915,2016-06,pending,,,,,,,,,,,,,,,,,FALSE,
1110,changsha,g00112x00233,changsha_station_65d93ac7d47d,2016-06,pending,,,,,,,,,,,,,,,,,FALSE,
1111,changsha,g00114x00232,changsha_station_0657c38512c9,2016-06,pending,,,,,,,,,,,,,,,,,FALSE,
1112,nanning,g00149x00240,nanning_station_19c8878e4b8b,2016-06,pending,,,,,,,,,,,,,,,,,FALSE,
1113,nanning,g00149x00242,nanning_station_051a3ae41178,2016-06,pending,,,,,,,,,,,,,,,,,FALSE,
1114,nanning,g00149x00243,nanning_station_225d75a94907,2016-06,pending,,,,,,,,,,,,,,,,,FALSE,
1115,nanning,g00149x00246,nanning_station_229384dc3d6b,2016-06,pending,,,,,,,,,,,,,,,,,FALSE,
1116,nanning,g00150x00236,nanning_station_f7f997e435c4,2016-06,pending,,,,,,,,,,,,,,,,,FALSE,
1117,nanning,g00150x00249,nanning_station_6f3140131187,2016-06,pending,,,,,,,,,,,,,,,,,FALSE,
1118,nanning,g00153x00249,nanning_station_ef5f0c3be082,2016-06,pending,,,,,,,,,,,,,,,,,FALSE,
1119,nanning,g00155x00247,nanning_station_f8b8b4bff912,2016-06,pending,,,,,,,,,,,,,,,,,FALSE,
1120,shenzhen,g00181x00064,shenzhen_station_928471c40101,2016-06,pending,,,,,,,,,,,,,,,,,FALSE,
1121,shenzhen,g00197x00050,shenzhen_station_4c64a18770de,2016-06,pending,,,,,,,,,,,,,,,,,FALSE,
1122,shenzhen,g00211x00050,shenzhen_station_68d8db03e6e4,2016-06,pending,,,,,,,,,,,,,,,,,FALSE,
1123,shenzhen,g00214x00052,shenzhen_station_1cbebb39afc1,2016-06,pending,,,,,,,,,,,,,,,,,FALSE,
1124,shenzhen,g00218x00052,shenzhen_station_42ad1190e5be,2016-06,pending,,,,,,,,,,,,,,,,,FALSE,
1125,chengdu,g00137x00225,chengdu_station_245bd41c1bba,2016-07,pending,,,,,,,,,,,,,,,,,FALSE,
1126,chengdu,g00138x00230,chengdu_station_bbf095a8214c,2016-07,pending,,,,,,,,,,,,,,,,,FALSE,
1127,chengdu,g00141x00231,chengdu_station_406da10984db,2016-07,pending,,,,,,,,,,,,,,,,,FALSE,
1128,chengdu,g00149x00234,chengdu_station_2a17e32678ee,2016-07,pending,,,,,,,,,,,,,,,,,FALSE,
1129,chengdu,g00151x00233,chengdu_station_facee3624cec,2016-07,pending,,,,,,,,,,,,,,,,,FALSE,
1130,chengdu,g00152x00234,chengdu_station_0de029acc924,2016-07,pending,,,,,,,,,,,,,,,,,FALSE,
1131,chengdu,g00155x00235,chengdu_station_53deb23a5176,2016-07,pending,,,,,,,,,,,,,,,,,FALSE,
1132,chengdu,g00157x00236,chengdu_station_35f5cc121a0a,2016-07,pending,,,,,,,,,,,,,,,,,FALSE,
1133,chengdu,g00162x00237,chengdu_station_20f33fe50d4d,2016-07,pending,,,,,,,,,,,,,,,,,FALSE,
1134,tianjin,g00136x00098,tianjin_station_f973fd1b3ed2,2016-08,pending,,,,,,,,,,,,,,,,,FALSE,
1135,tianjin,g00137x00097,tianjin_station_df58f49d9e5d,2016-08,pending,,,,,,,,,,,,,,,,,FALSE,
1136,tianjin,g00138x00096,tianjin_station_a797ab609365,2016-08,pending,,,,,,,,,,,,,,,,,FALSE,
1137,tianjin,g00142x00097,tianjin_station_fb1e2197bc6b,2016-08,pending,,,,,,,,,,,,,,,,,FALSE,
1138,tianjin,g00146x00097,tianjin_station_c015b82e87d9,2016-08,pending,,,,,,,,,,,,,,,,,FALSE,
1139,tianjin,g00148x00097,tianjin_station_872462458533,2016-08,pending,,,,,,,,,,,,,,,,,FALSE,
1140,zhengzhou,g00113x00194,zhengzhou_station_06e811020288,2016-08,pending,,,,,,,,,,,,,,,,,FALSE,
1141,zhengzhou,g00117x00194,zhengzhou_station_84e3fa63f7a6,2016-08,pending,,,,,,,,,,,,,,,,,FALSE,
1142,zhengzhou,g00121x00194,zhengzhou_station_f181e9470b62,2016-08,pending,,,,,,,,,,,,,,,,,FALSE,
1143,zhengzhou,g00122x00194,zhengzhou_station_b8b332722a6d,2016-08,pending,,,,,,,,,,,,,,,,,FALSE,
1144,zhengzhou,g00125x00194,zhengzhou_station_b1902735c4e1,2016-08,pending,,,,,,,,,,,,,,,,,FALSE,
1145,zhengzhou,g00127x00194,zhengzhou_station_02a1ff591c2b,2016-08,pending,,,,,,,,,,,,,,,,,FALSE,
1146,zhengzhou,g00129x00194,zhengzhou_station_87b559ea8627,2016-08,pending,,,,,,,,,,,,,,,,,FALSE,
1147,zhengzhou,g00132x00194,zhengzhou_station_7b63d0db1ea7,2016-08,pending,,,,,,,,,,,,,,,,,FALSE,
1148,zhengzhou,g00137x00193,zhengzhou_station_ef495f0d7252,2016-08,pending,,,,,,,,,,,,,,,,,FALSE,
1149,zhengzhou,g00141x00193,zhengzhou_station_0d0f6e69566e,2016-08,pending,,,,,,,,,,,,,,,,,FALSE,
1150,zhengzhou,g00142x00193,zhengzhou_station_44eba3160dd8,2016-08,pending,,,,,,,,,,,,,,,,,FALSE,
1151,zhengzhou,g00144x00193,zhengzhou_station_78e0a073dffc,2016-08,pending,,,,,,,,,,,,,,,,,FALSE,
1152,zhengzhou,g00147x00193,zhengzhou_station_1a36b06bc285,2016-08,pending,,,,,,,,,,,,,,,,,FALSE,
1153,zhengzhou,g00149x00193,zhengzhou_station_fb7fb017861c,2016-08,pending,,,,,,,,,,,,,,,,,FALSE,
1154,zhengzhou,g00153x00192,zhengzhou_station_5b746a283374,2016-08,pending,,,,,,,,,,,,,,,,,FALSE,
1155,suzhou,g00124x00165,suzhou_station_60758bcea125,2016-09,pending,,,,,,,,,,,,,,,,,FALSE,
1156,suzhou,g00124x00169,suzhou_station_d1765cea175a,2016-09,pending,,,,,,,,,,,,,,,,,FALSE,
1157,suzhou,g00124x00171,suzhou_station_a3d978afa09e,2016-09,pending,,,,,,,,,,,,,,,,,FALSE,
1158,suzhou,g00124x00173,suzhou_station_e7a2ae5e798e,2016-09,pending,,,,,,,,,,,,,,,,,FALSE,
1159,suzhou,g00125x00176,suzhou_station_93bf18e4b868,2016-09,pending,,,,,,,,,,,,,,,,,FALSE,
1160,suzhou,g00126x00177,suzhou_station_e502524ea218,2016-09,pending,,,,,,,,,,,,,,,,,FALSE,
1161,suzhou,g00128x00183,suzhou_station_e4ce5eb6d830,2016-09,pending,,,,,,,,,,,,,,,,,FALSE,
1162,suzhou,g00164x00163,suzhou_station_db0aeaedc020,2016-09,pending,,,,,,,,,,,,,,,,,FALSE,
1163,shenzhen,g00173x00097,shenzhen_station_a8496ad49c99,2016-10,pending,,,,,,,,,,,,,,,,,FALSE,
1164,shenzhen,g00173x00103,shenzhen_station_3933002728ae,2016-10,pending,,,,,,,,,,,,,,,,,FALSE,
1165,shenzhen,g00174x00084,shenzhen_station_4ce6ba6c127d,2016-10,pending,,,,,,,,,,,,,,,,,FALSE,
1166,shenzhen,g00174x00087,shenzhen_station_199dd380809a,2016-10,pending,,,,,,,,,,,,,,,,,FALSE,
1167,shenzhen,g00174x00101,shenzhen_station_db2724cff49b,2016-10,pending,,,,,,,,,,,,,,,,,FALSE,
1168,shenzhen,g00175x00093,shenzhen_station_5c9f19438f80,2016-10,pending,,,,,,,,,,,,,,,,,FALSE,
1169,shenzhen,g00175x00105,shenzhen_station_b8493afb695a,2016-10,pending,,,,,,,,,,,,,,,,,FALSE,
1170,shenzhen,g00176x00111,shenzhen_station_fbf9ac305b90,2016-10,pending,,,,,,,,,,,,,,,,,FALSE,
1171,shenzhen,g00176x00113,shenzhen_station_bfe96573b4ee,2016-10,pending,,,,,,,,,,,,,,,,,FALSE,
1172,shenzhen,g00177x00106,shenzhen_station_a2c09ae264b7,2016-10,pending,,,,,,,,,,,,,,,,,FALSE,
1173,shenzhen,g00177x00110,shenzhen_station_0b0055b149b3,2016-10,pending,,,,,,,,,,,,,,,,,FALSE,
1174,shenzhen,g00177x00114,shenzhen_station_7c4f965f1fe1,2016-10,pending,,,,,,,,,,,,,,,,,FALSE,
1175,shenzhen,g00178x00092,shenzhen_station_992e45002ddd,2016-10,pending,,,,,,,,,,,,,,,,,FALSE,
1176,shenzhen,g00179x00097,shenzhen_station_07ea0650df59,2016-10,pending,,,,,,,,,,,,,,,,,FALSE,
1177,shenzhen,g00181x00106,shenzhen_station_e09574de9e25,2016-10,pending,,,,,,,,,,,,,,,,,FALSE,
1178,shenzhen,g00181x00110,shenzhen_station_730f1cb551a8,2016-10,pending,,,,,,,,,,,,,,,,,FALSE,
1179,shenzhen,g00182x00085,shenzhen_station_dfd220517542,2016-10,pending,,,,,,,,,,,,,,,,,FALSE,
1180,shenzhen,g00182x00096,shenzhen_station_802918228909,2016-10,pending,,,,,,,,,,,,,,,,,FALSE,
1181,shenzhen,g00182x00108,shenzhen_station_99942e84bb31,2016-10,pending,,,,,,,,,,,,,,,,,FALSE,
1182,shenzhen,g00182x00110,shenzhen_station_a165a63c0e8f,2016-10,pending,,,,,,,,,,,,,,,,,FALSE,
1183,shenzhen,g00183x00083,shenzhen_station_556c9db86dbf,2016-10,pending,,,,,,,,,,,,,,,,,FALSE,
1184,shenzhen,g00183x00097,shenzhen_station_889597335b80,2016-10,pending,,,,,,,,,,,,,,,,,FALSE,
1185,shenzhen,g00183x00107,shenzhen_station_2db55bf3b9cd,2016-10,pending,,,,,,,,,,,,,,,,,FALSE,
1186,shenzhen,g00183x00109,shenzhen_station_55ae03d112b0,2016-10,pending,,,,,,,,,,,,,,,,,FALSE,
1187,shenzhen,g00183x00114,shenzhen_station_233e02368124,2016-10,pending,,,,,,,,,,,,,,,,,FALSE,
1188,shenzhen,g00184x00099,shenzhen_station_dc03f63c3af7,2016-10,pending,,,,,,,,,,,,,,,,,FALSE,
1189,shenzhen,g00185x00079,shenzhen_station_47d7271f1cc0,2016-10,pending,,,,,,,,,,,,,,,,,FALSE,
1190,shenzhen,g00190x00082,shenzhen_station_beaacad4cb18,2016-10,pending,,,,,,,,,,,,,,,,,FALSE,
1191,xian,g00130x00258,xian_station_f461983e3487,2016-11,pending,,,,,,,,,,,,,,,,,FALSE,
1192,xian,g00130x00264,xian_station_f7615c5c7a7d,2016-11,pending,,,,,,,,,,,,,,,,,FALSE,
1193,xian,g00130x00266,xian_station_16f597c483fc,2016-11,pending,,,,,,,,,,,,,,,,,FALSE,
1194,xian,g00131x00255,xian_station_c82af6212002,2016-11,pending,,,,,,,,,,,,,,,,,FALSE,
1195,xian,g00131x00269,xian_station_554957e501f2,2016-11,pending,,,,,,,,,,,,,,,,,FALSE,
1196,xian,g00132x00253,xian_station_e6e12c98f9e8,2016-11,pending,,,,,,,,,,,,,,,,,FALSE,
1197,xian,g00133x00247,xian_station_c77925ae0b68,2016-11,pending,,,,,,,,,,,,,,,,,FALSE,
1198,xian,g00133x00250,xian_station_3b6e81cff6f3,2016-11,pending,,,,,,,,,,,,,,,,,FALSE,
1199,xian,g00134x00243,xian_station_18a9856abc4a,2016-11,pending,,,,,,,,,,,,,,,,,FALSE,
1200,xian,g00134x00270,xian_station_63c328c5ea0d,2016-11,pending,,,,,,,,,,,,,,,,,FALSE,
1201,xian,g00136x00270,xian_station_5548dac70d23,2016-11,pending,,,,,,,,,,,,,,,,,FALSE,
1202,xian,g00138x00270,xian_station_74fd2a9ad251,2016-11,pending,,,,,,,,,,,,,,,,,FALSE,
1203,xian,g00142x00270,xian_station_4021690336e5,2016-11,pending,,,,,,,,,,,,,,,,,FALSE,
1204,xian,g00145x00270,xian_station_3f60acf3ecd1,2016-11,pending,,,,,,,,,,,,,,,,,FALSE,
1205,xian,g00148x00270,xian_station_37269d65f5fb,2016-11,pending,,,,,,,,,,,,,,,,,FALSE,
1206,xian,g00149x00273,xian_station_802c101eae4c,2016-11,pending,,,,,,,,,,,,,,,,,FALSE,
1207,xian,g00149x00277,xian_station_9fe561e50fca,2016-11,pending,,,,,,,,,,,,,,,,,FALSE,
1208,xian,g00150x00279,xian_station_e107784d94a4,2016-11,pending,,,,,,,,,,,,,,,,,FALSE,
1209,xian,g00153x00281,xian_station_62dbe7a39b7b,2016-11,pending,,,,,,,,,,,,,,,,,FALSE,
1210,xian,g00157x00280,xian_station_804b855fe780,2016-11,pending,,,,,,,,,,,,,,,,,FALSE,
1211,xian,g00160x00278,xian_station_75abac9fac8f,2016-11,pending,,,,,,,,,,,,,,,,,FALSE,
1212,xian,g00163x00279,xian_station_ff6ef8a73703,2016-11,pending,,,,,,,,,,,,,,,,,FALSE,
1213,xian,g00165x00279,xian_station_c60b5cd208a4,2016-11,pending,,,,,,,,,,,,,,,,,FALSE,
1214,xian,g00168x00279,xian_station_a9e87193caed,2016-11,pending,,,,,,,,,,,,,,,,,FALSE,
1215,qingdao,g00148x00178,qingdao_station_672c3f31c529,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1216,qingdao,g00149x00172,qingdao_station_81228177144f,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1217,qingdao,g00149x00175,qingdao_station_e7d02b4d000f,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1218,qingdao,g00149x00176,qingdao_station_9cc7a96f5bf1,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1219,qingdao,g00149x00180,qingdao_station_4a57858fb3fe,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1220,qingdao,g00150x00170,qingdao_station_7f26d2081390,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1221,qingdao,g00150x00181,qingdao_station_26169355cf34,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1222,qingdao,g00152x00183,qingdao_station_934e08142f00,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1223,qingdao,g00155x00182,qingdao_station_ad0b00331ef2,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1224,qingdao,g00157x00183,qingdao_station_da64312981a2,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1225,qingdao,g00159x00183,qingdao_station_3470d485a5d3,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1226,hefei,g00186x00137,hefei_station_00f388cfe5ce,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1227,hefei,g00188x00137,hefei_station_0192e1737d05,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1228,hefei,g00189x00137,hefei_station_28156bae5f6b,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1229,hefei,g00191x00137,hefei_station_9670133ca1b1,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1230,hefei,g00193x00137,hefei_station_f175ba9c8e0f,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1231,hefei,g00195x00137,hefei_station_06b60f37372e,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1232,hefei,g00198x00137,hefei_station_15c688d0b640,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1233,hefei,g00203x00135,hefei_station_a59c23c4f905,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1234,hefei,g00205x00135,hefei_station_7937d21be8f3,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1235,hefei,g00207x00135,hefei_station_16456f5f0114,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1236,hefei,g00209x00135,hefei_station_298b7e45d656,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1237,hefei,g00210x00135,hefei_station_e6f2c194d6bb,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1238,hefei,g00219x00137,hefei_station_90e3fae62f80,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1239,hefei,g00221x00137,hefei_station_9353a87d38e7,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1240,hefei,g00223x00137,hefei_station_ec5f7d0a19e0,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1241,hefei,g00224x00137,hefei_station_47a501103f68,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1242,hefei,g00225x00138,hefei_station_90371c9a9d5c,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1243,hefei,g00227x00139,hefei_station_4c078c6fb7fc,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1244,kunming,g00124x00162,kunming_station_6b4e583abe19,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1245,chongqing,g00370x00279,chongqing_station_8b1b7765f3da,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1246,chongqing,g00371x00279,chongqing_station_95868e431865,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1247,chongqing,g00375x00281,chongqing_station_eea1d77cbbe6,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1248,chongqing,g00380x00282,chongqing_station_7e08a63846c6,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1249,chongqing,g00382x00283,chongqing_station_2ac9c6fb6f97,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1250,chongqing,g00383x00285,chongqing_station_91ce5a404317,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1251,foshan,g00091x00173,foshan_station_39a5be0e319b,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1252,foshan,g00093x00167,foshan_station_ef838bfbc775,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1253,foshan,g00093x00170,foshan_station_cff8cef5f3e5,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1254,foshan,g00097x00166,foshan_station_7dd4e23feebb,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1255,guangzhou,g00116x00092,guangzhou_station_50220d12079c,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1256,guangzhou,g00117x00087,guangzhou_station_a8e076bb9a97,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1257,guangzhou,g00122x00102,guangzhou_station_6c5835ba6c24,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1258,guangzhou,g00123x00106,guangzhou_station_7453ec05e364,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1259,guangzhou,g00157x00121,guangzhou_station_1fe6da1f3486,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1260,guangzhou,g00157x00122,guangzhou_station_8d572456cfd2,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1261,guangzhou,g00157x00129,guangzhou_station_3107fa656fc9,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1262,guangzhou,g00159x00119,guangzhou_station_d0a522dde8b8,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1263,guangzhou,g00161x00110,guangzhou_station_cc78ca81d2da,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1264,guangzhou,g00161x00115,guangzhou_station_25e1bc21ed06,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1265,nanning,g00150x00229,nanning_station_c2d23f6b83e6,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1266,nanning,g00150x00231,nanning_station_04986c42518f,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1267,nanning,g00150x00233,nanning_station_3cbec63ebc61,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1268,nanning,g00153x00198,nanning_station_abc2d81d6333,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1269,nanning,g00154x00207,nanning_station_039c7b831693,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1270,nanning,g00154x00220,nanning_station_74f115a1feb3,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1271,nanning,g00154x00225,nanning_station_258d76c5cd08,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1272,nanning,g00155x00201,nanning_station_f7ba5b206cf5,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1273,nanning,g00155x00203,nanning_station_6d3c540a2342,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1274,nanning,g00155x00209,nanning_station_eb9b0a18d29b,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1275,nanning,g00155x00217,nanning_station_343453a82b3b,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1276,nanning,g00156x00214,nanning_station_9629c3ac0077,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1277,wuhan,g00133x00115,wuhan_station_c467704e6a58,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
1278,wuhan,g00133x00120,wuhan_station_8bed61b2f40e,2016-12,pending,,,,,,,,,,,,,,,,,FALSE,
